Invoice ID,Date,Branch,City,Customer Type,Gender,Product,Category,Quantity,Unit Price,Payment,Rating,Sales
INV5532,2026-04-01,C,Mumbai,Normal,Male,Tomato,Vegetables,6,47.37,Cash,3.5,284.22
INV5533,2026-01-06,D,Bengaluru,Member,Male,Biscuits,Snacks,2,34.78,Cash,3.1,69.56
INV5534,2026-04-04,B,Delhi,Member,Male,Bananas,Fruits,9,59.55,Cash,4.3,535.95
INV5535,2026-03-11,A,Jaipur,Member,Female,Soap,Personal Care,10,48.7,Card,4.7,487.0
INV5536,2026-05-24,D,Bengaluru,Normal,Male,Noodles,Grocery,9,57.46,Net Banking,4.3,517.14
INV5537,2026-02-15,A,Jaipur,Member,Male,Shampoo,Personal Care,2,178.71,Net Banking,3.3,357.42
INV5538,2026-04-22,B,Delhi,Member,Female,Eggs,Dairy,6,97.55,Cash,4.2,585.3
INV5539,2026-02-13,D,Bengaluru,Normal,Male,Biscuits,Snacks,5,27.63,UPI,4.9,138.15
INV5540,2026-04-22,D,Bengaluru,Normal,Female,Bread,Bakery,7,33.8,Cash,4.6,236.6
INV5541,2026-06-10,D,Bengaluru,Member,Male,Milk,Dairy,6,59.56,Cash,4.7,357.36
INV5542,2026-06-15,C,Mumbai,Member,Male,Rice,Grocery,9,71.93,Card,3.1,647.37
INV5543,2026-04-09,C,Mumbai,Member,Male,Bananas,Fruits,2,57.87,Cash,3.4,115.74
INV5544,2026-03-23,C,Mumbai,Member,Male,Apples,Fruits,7,139.21,Net Banking,4.7,974.47
INV5545,2026-05-28,B,Delhi,Member,Male,Face Wash,Personal Care,5,127.14,Cash,4.0,635.7
INV5546,2026-01-31,A,Jaipur,Member,Female,Potato,Vegetables,10,37.24,Net Banking,4.4,372.4
INV5547,2026-04-02,C,Mumbai,Member,Male,Cheese,Dairy,4,233.58,UPI,4.1,934.32
INV5548,2026-06-20,B,Delhi,Normal,Male,Cold Drink,Beverages,3,67.73,Net Banking,3.4,203.19
INV5549,2026-02-14,D,Bengaluru,Normal,Male,Coffee,Beverages,10,169.06,Net Banking,3.9,1690.6
INV5550,2026-02-21,C,Mumbai,Normal,Male,Face Wash,Personal Care,2,129.39,Cash,4.9,258.78
INV5551,2026-06-17,A,Jaipur,Normal,Female,Shampoo,Personal Care,7,159.41,Net Banking,4.0,1115.87
INV5552,2026-01-29,C,Mumbai,Member,Male,Noodles,Grocery,10,60.72,Net Banking,3.1,607.2
INV5553,2026-06-03,C,Mumbai,Member,Female,Tomato,Vegetables,6,51.55,UPI,3.1,309.3
INV5554,2026-06-30,B,Delhi,Normal,Female,Tomato,Vegetables,6,53.42,Net Banking,4.6,320.52
INV5555,2026-06-13,B,Delhi,Normal,Female,Cheese,Dairy,8,219.58,Net Banking,4.6,1756.64
INV5556,2026-04-01,D,Bengaluru,Member,Female,Bananas,Fruits,7,57.48,Cash,4.9,402.36
INV5557,2026-01-01,A,Jaipur,Member,Male,Apples,Fruits,8,164.84,Card,4.2,1318.72
INV5558,2026-01-15,D,Bengaluru,Normal,Female,Chips,Snacks,2,31.56,Cash,3.3,63.12
INV5559,2026-02-05,C,Mumbai,Normal,Male,Bananas,Fruits,10,67.18,UPI,3.6,671.8
INV5560,2026-03-07,B,Delhi,Normal,Female,Shampoo,Personal Care,9,171.34,Cash,4.8,1542.06
INV5561,2026-02-19,D,Bengaluru,Normal,Female,Potato,Vegetables,9,39.86,Net Banking,4.6,358.74
INV5562,2026-02-07,B,Delhi,Member,Female,Tea,Beverages,7,135.6,Card,4.0,949.2
INV5563,2026-06-10,C,Mumbai,Member,Female,Face Wash,Personal Care,1,106.63,Cash,3.8,106.63
INV5564,2026-05-31,C,Mumbai,Member,Female,Chocolate,Snacks,9,44.75,Cash,4.3,402.75
INV5565,2026-02-05,C,Mumbai,Normal,Male,Tea,Beverages,8,121.56,UPI,3.9,972.48
INV5566,2026-06-05,D,Bengaluru,Member,Male,Cheese,Dairy,4,245.32,Net Banking,3.8,981.28
INV5567,2026-07-01,C,Mumbai,Normal,Male,Face Wash,Personal Care,1,129.03,Cash,4.8,129.03
INV5568,2026-06-25,B,Delhi,Member,Female,Apples,Fruits,1,165.54,Cash,3.3,165.54
INV5569,2026-05-15,C,Mumbai,Normal,Female,Noodles,Grocery,5,56.2,Card,4.1,281.0
INV5570,2026-05-30,B,Delhi,Normal,Male,Cheese,Dairy,1,193.16,UPI,3.8,193.16
INV5571,2026-01-13,A,Jaipur,Member,Female,Face Wash,Personal Care,4,126.2,Net Banking,4.3,504.8
INV5572,2026-04-02,B,Delhi,Member,Female,Cooking Oil,Grocery,4,168.27,Cash,4.2,673.08
INV5573,2026-06-07,D,Bengaluru,Member,Female,Chips,Snacks,8,38.84,Card,3.0,310.72
INV5574,2026-03-02,B,Delhi,Normal,Male,Soap,Personal Care,5,40.4,Cash,3.2,202.0
INV5575,2026-02-24,D,Bengaluru,Normal,Male,Coffee,Beverages,4,169.37,Cash,4.9,677.48
INV5576,2026-02-19,D,Bengaluru,Normal,Female,Potato,Vegetables,6,38.76,UPI,3.0,232.56
INV5577,2026-05-09,B,Delhi,Member,Male,Cold Drink,Beverages,9,61.95,Card,3.2,557.55
INV5578,2026-02-22,C,Mumbai,Normal,Female,Cheese,Dairy,3,210.89,Card,3.0,632.67
INV5579,2026-02-12,C,Mumbai,Member,Male,Rice,Grocery,8,77.98,Net Banking,4.7,623.84
INV5580,2026-02-05,C,Mumbai,Normal,Male,Noodles,Grocery,7,50.35,Cash,3.4,352.45
INV5581,2026-03-08,A,Jaipur,Member,Male,Chocolate,Snacks,6,54.44,Card,3.4,326.64
INV5582,2026-02-17,D,Bengaluru,Normal,Male,Cooking Oil,Grocery,5,148.13,Cash,4.8,740.65
INV5583,2026-05-07,D,Bengaluru,Member,Female,Tea,Beverages,10,123.43,Cash,4.3,1234.3
INV5584,2026-02-27,C,Mumbai,Member,Male,Face Wash,Personal Care,10,109.96,Net Banking,4.3,1099.6
INV5585,2026-03-03,D,Bengaluru,Normal,Male,Bananas,Fruits,10,54.02,Net Banking,3.3,540.2
INV5586,2026-01-05,C,Mumbai,Normal,Female,Noodles,Grocery,1,61.4,Card,3.1,61.4
INV5587,2026-02-15,A,Jaipur,Normal,Female,Tomato,Vegetables,1,44.26,Cash,3.9,44.26
INV5588,2026-01-13,B,Delhi,Normal,Male,Bread,Bakery,9,45.23,Card,4.6,407.07
INV5589,2026-04-23,D,Bengaluru,Member,Female,Chocolate,Snacks,4,53.34,Cash,3.9,213.36
INV5590,2026-04-13,A,Jaipur,Normal,Male,Tea,Beverages,6,130.3,Card,4.8,781.8
INV5591,2026-04-01,B,Delhi,Member,Male,Shampoo,Personal Care,5,172.33,Card,3.8,861.65
INV5592,2026-05-19,A,Jaipur,Normal,Male,Soap,Personal Care,10,44.65,Cash,4.8,446.5
INV5593,2026-04-21,B,Delhi,Normal,Male,Tea,Beverages,7,109.82,UPI,4.1,768.74
INV5594,2026-05-10,C,Mumbai,Member,Female,Cold Drink,Beverages,2,58.88,Net Banking,3.8,117.76
INV5595,2026-03-13,D,Bengaluru,Normal,Female,Chips,Snacks,3,41.53,Cash,5.0,124.59
INV5596,2026-04-23,C,Mumbai,Normal,Male,Cooking Oil,Grocery,4,127.17,Card,4.3,508.68
INV5597,2026-03-27,D,Bengaluru,Normal,Female,Chips,Snacks,1,39.61,UPI,3.5,39.61
INV5598,2026-02-25,B,Delhi,Normal,Female,Rice,Grocery,4,77.61,Card,3.5,310.44
INV5599,2026-06-29,C,Mumbai,Normal,Male,Tea,Beverages,9,123.37,UPI,3.8,1110.33
INV5600,2026-03-24,C,Mumbai,Normal,Male,Face Wash,Personal Care,7,138.95,Cash,3.3,972.65
INV5601,2026-03-02,B,Delhi,Member,Male,Coffee,Beverages,2,194.75,Net Banking,3.2,389.5
INV5602,2026-01-07,D,Bengaluru,Member,Male,Chocolate,Snacks,10,52.94,Card,3.8,529.4
INV5603,2026-02-13,A,Jaipur,Normal,Female,Chips,Snacks,9,41.04,UPI,3.2,369.36
INV5604,2026-01-20,B,Delhi,Member,Male,Cold Drink,Beverages,3,71.0,UPI,3.4,213.0
INV5605,2026-04-30,C,Mumbai,Normal,Male,Face Wash,Personal Care,5,120.69,Net Banking,4.6,603.45
INV5606,2026-03-21,B,Delhi,Normal,Female,Coffee,Beverages,1,200.69,Card,3.2,200.69
INV5607,2026-01-09,A,Jaipur,Normal,Male,Milk,Dairy,10,52.08,Cash,3.6,520.8
INV5608,2026-04-24,D,Bengaluru,Member,Male,Cheese,Dairy,8,211.18,Cash,4.1,1689.44
INV5609,2026-06-06,A,Jaipur,Member,Female,Cooking Oil,Grocery,2,132.33,Card,4.8,264.66
INV5610,2026-02-20,D,Bengaluru,Normal,Female,Apples,Fruits,4,159.94,Net Banking,4.8,639.76
INV5611,2026-06-11,A,Jaipur,Normal,Male,Bread,Bakery,8,33.96,Net Banking,3.0,271.68
INV5612,2026-05-02,C,Mumbai,Normal,Male,Eggs,Dairy,6,84.35,Net Banking,4.8,506.1
INV5613,2026-03-27,C,Mumbai,Member,Female,Noodles,Grocery,10,56.91,UPI,3.2,569.1
INV5614,2026-01-06,C,Mumbai,Member,Male,Cold Drink,Beverages,4,54.55,UPI,4.8,218.2
INV5615,2026-01-28,C,Mumbai,Normal,Female,Soap,Personal Care,8,41.76,Net Banking,3.7,334.08
INV5616,2026-04-15,D,Bengaluru,Normal,Female,Tea,Beverages,8,121.89,Card,3.1,975.12
INV5617,2026-05-27,B,Delhi,Normal,Male,Rice,Grocery,9,78.64,Cash,4.3,707.76
INV5618,2026-03-28,C,Mumbai,Normal,Female,Coffee,Beverages,1,171.76,UPI,3.3,171.76
INV5619,2026-05-18,B,Delhi,Member,Male,Cheese,Dairy,1,188.85,Net Banking,4.7,188.85
INV5620,2026-03-13,C,Mumbai,Member,Female,Tea,Beverages,10,134.8,UPI,4.1,1348.0
INV5621,2026-03-25,B,Delhi,Member,Female,Tea,Beverages,9,102.34,UPI,4.5,921.06
INV5622,2026-05-25,B,Delhi,Member,Male,Tomato,Vegetables,5,52.89,Net Banking,3.2,264.45
INV5623,2026-05-27,C,Mumbai,Normal,Male,Chocolate,Snacks,5,48.16,Card,3.2,240.8
INV5624,2026-01-13,B,Delhi,Member,Female,Bread,Bakery,1,37.51,Cash,4.6,37.51
INV5625,2026-04-19,A,Jaipur,Normal,Male,Noodles,Grocery,2,53.97,Card,4.9,107.94
INV5626,2026-01-04,B,Delhi,Member,Female,Apples,Fruits,2,143.29,UPI,4.3,286.58
INV5627,2026-05-04,C,Mumbai,Member,Male,Cold Drink,Beverages,1,74.53,Card,3.6,74.53
INV5628,2026-05-05,D,Bengaluru,Member,Male,Shampoo,Personal Care,3,156.75,Card,4.9,470.25
INV5629,2026-04-23,B,Delhi,Normal,Male,Bread,Bakery,4,37.01,Cash,3.9,148.04
INV5630,2026-06-02,C,Mumbai,Member,Male,Shampoo,Personal Care,4,180.89,Net Banking,4.6,723.56
INV5631,2026-02-20,C,Mumbai,Member,Female,Soap,Personal Care,5,41.54,Net Banking,3.6,207.7
INV5632,2026-03-21,A,Jaipur,Member,Male,Bread,Bakery,6,42.28,Net Banking,4.4,253.68
INV5633,2026-02-19,C,Mumbai,Member,Male,Potato,Vegetables,9,31.51,Card,3.4,283.59
INV5634,2026-02-08,A,Jaipur,Member,Male,Shampoo,Personal Care,2,152.25,Card,3.3,304.5
INV5635,2026-06-02,B,Delhi,Member,Male,Tomato,Vegetables,4,40.03,Cash,4.5,160.12
INV5636,2026-05-27,B,Delhi,Normal,Male,Tomato,Vegetables,5,44.96,Net Banking,4.4,224.8
INV5637,2026-01-11,B,Delhi,Normal,Male,Rice,Grocery,9,67.63,Cash,4.7,608.67
INV5638,2026-01-25,A,Jaipur,Normal,Male,Apples,Fruits,2,151.77,Cash,4.5,303.54
INV5639,2026-01-21,B,Delhi,Normal,Female,Biscuits,Snacks,2,27.37,Card,4.2,54.74
INV5640,2026-05-31,D,Bengaluru,Member,Female,Cold Drink,Beverages,3,54.23,Net Banking,4.4,162.69
INV5641,2026-02-10,A,Jaipur,Normal,Male,Chips,Snacks,10,33.31,UPI,3.7,333.1
INV5642,2026-06-23,C,Mumbai,Normal,Female,Cheese,Dairy,8,228.27,UPI,4.3,1826.16
INV5643,2026-04-04,B,Delhi,Normal,Male,Coffee,Beverages,5,182.99,Card,3.0,914.95
INV5644,2026-07-01,C,Mumbai,Member,Female,Potato,Vegetables,10,39.57,Card,5.0,395.7
INV5645,2026-06-04,D,Bengaluru,Member,Male,Soap,Personal Care,9,51.69,Card,4.0,465.21
INV5646,2026-01-19,B,Delhi,Member,Male,Cold Drink,Beverages,5,70.62,Card,4.4,353.1
INV5647,2026-01-11,D,Bengaluru,Normal,Male,Coffee,Beverages,5,209.52,UPI,4.5,1047.6
INV5648,2026-02-10,B,Delhi,Normal,Female,Tomato,Vegetables,4,48.95,Net Banking,4.3,195.8
INV5649,2026-05-06,B,Delhi,Member,Male,Potato,Vegetables,4,34.0,Cash,4.9,136.0
INV5650,2026-02-27,D,Bengaluru,Member,Male,Tomato,Vegetables,8,51.26,UPI,4.5,410.08
INV5651,2026-03-17,C,Mumbai,Normal,Male,Cooking Oil,Grocery,8,135.15,Net Banking,4.8,1081.2
INV5652,2026-04-14,C,Mumbai,Normal,Male,Soap,Personal Care,5,52.64,Card,4.7,263.2
INV5653,2026-06-21,B,Delhi,Member,Male,Rice,Grocery,4,60.19,Cash,3.3,240.76
INV5654,2026-01-10,B,Delhi,Member,Female,Tomato,Vegetables,7,50.41,Net Banking,3.3,352.87
INV5655,2026-06-29,A,Jaipur,Normal,Female,Shampoo,Personal Care,7,180.16,Net Banking,4.7,1261.12
INV5656,2026-01-08,D,Bengaluru,Member,Female,Cooking Oil,Grocery,6,159.68,Cash,3.4,958.08
INV5657,2026-06-26,B,Delhi,Member,Male,Bread,Bakery,10,39.04,Net Banking,3.3,390.4
INV5658,2026-05-20,B,Delhi,Member,Male,Chocolate,Snacks,2,44.98,Net Banking,5.0,89.96
INV5659,2026-04-01,C,Mumbai,Member,Male,Eggs,Dairy,5,95.61,Cash,4.3,478.05
INV5660,2026-05-23,C,Mumbai,Member,Female,Tea,Beverages,1,132.56,Cash,4.7,132.56
INV5661,2026-01-19,B,Delhi,Normal,Male,Tea,Beverages,3,117.62,UPI,4.7,352.86
INV5662,2026-06-14,A,Jaipur,Normal,Female,Eggs,Dairy,4,78.7,Card,4.2,314.8
INV5663,2026-04-27,C,Mumbai,Member,Male,Face Wash,Personal Care,1,139.14,Card,3.7,139.14
INV5664,2026-04-26,D,Bengaluru,Normal,Male,Potato,Vegetables,9,34.71,Net Banking,4.8,312.39
INV5665,2026-04-26,D,Bengaluru,Normal,Female,Chips,Snacks,8,34.36,Card,3.8,274.88
INV5666,2026-03-26,B,Delhi,Member,Male,Face Wash,Personal Care,5,131.92,UPI,3.2,659.6
INV5667,2026-05-12,B,Delhi,Member,Male,Apples,Fruits,8,145.36,Net Banking,4.7,1162.88
INV5668,2026-04-11,D,Bengaluru,Normal,Female,Biscuits,Snacks,1,30.58,Card,3.1,30.58
INV5669,2026-06-17,C,Mumbai,Normal,Female,Milk,Dairy,3,51.5,Card,3.0,154.5
INV5670,2026-03-01,C,Mumbai,Normal,Female,Rice,Grocery,4,72.11,Net Banking,3.1,288.44
INV5671,2026-06-17,A,Jaipur,Member,Male,Shampoo,Personal Care,5,201.32,Cash,3.2,1006.6
INV5672,2026-01-29,D,Bengaluru,Member,Male,Bread,Bakery,7,43.84,UPI,3.3,306.88
INV5673,2026-02-17,B,Delhi,Normal,Female,Cold Drink,Beverages,2,73.78,Net Banking,3.1,147.56
INV5674,2026-01-06,C,Mumbai,Member,Female,Bread,Bakery,2,46.16,Net Banking,3.2,92.32
INV5675,2026-04-04,B,Delhi,Normal,Male,Cold Drink,Beverages,6,62.5,Card,4.6,375.0
INV5676,2026-01-18,D,Bengaluru,Member,Male,Tea,Beverages,5,124.69,Cash,4.5,623.45
INV5677,2026-01-25,C,Mumbai,Member,Male,Face Wash,Personal Care,7,140.5,Card,3.4,983.5
INV5678,2026-04-16,C,Mumbai,Member,Male,Soap,Personal Care,4,40.46,Net Banking,4.6,161.84
INV5679,2026-03-06,C,Mumbai,Normal,Male,Tea,Beverages,3,120.96,Net Banking,3.8,362.88
INV5680,2026-06-27,D,Bengaluru,Member,Female,Chocolate,Snacks,8,49.31,Card,4.5,394.48
INV5681,2026-02-07,C,Mumbai,Member,Male,Eggs,Dairy,8,76.92,Cash,3.5,615.36
INV5682,2026-02-06,B,Delhi,Member,Male,Shampoo,Personal Care,8,155.45,Net Banking,3.2,1243.6
INV5683,2026-02-10,A,Jaipur,Member,Female,Chips,Snacks,9,32.93,UPI,4.2,296.37
INV5684,2026-06-07,A,Jaipur,Member,Female,Cooking Oil,Grocery,2,162.53,Cash,3.3,325.06
INV5685,2026-06-08,B,Delhi,Normal,Male,Apples,Fruits,5,153.17,Net Banking,3.9,765.85
INV5686,2026-06-26,D,Bengaluru,Member,Male,Coffee,Beverages,1,209.17,Cash,4.4,209.17
INV5687,2026-06-06,B,Delhi,Member,Male,Cold Drink,Beverages,6,74.41,Cash,4.3,446.46
INV5688,2026-03-23,C,Mumbai,Normal,Female,Bananas,Fruits,7,64.7,UPI,4.6,452.9
INV5689,2026-02-04,D,Bengaluru,Member,Male,Cooking Oil,Grocery,7,158.28,Net Banking,5.0,1107.96
INV5690,2026-04-21,A,Jaipur,Member,Male,Cold Drink,Beverages,8,60.88,Cash,3.1,487.04
INV5691,2026-03-11,A,Jaipur,Member,Male,Chips,Snacks,8,31.37,Net Banking,4.1,250.96
INV5692,2026-06-23,B,Delhi,Member,Female,Coffee,Beverages,9,202.46,Net Banking,3.8,1822.14
INV5693,2026-02-23,A,Jaipur,Normal,Male,Eggs,Dairy,1,77.3,Cash,4.8,77.3
INV5694,2026-01-21,B,Delhi,Member,Male,Eggs,Dairy,1,76.82,Card,5.0,76.82
INV5695,2026-06-05,D,Bengaluru,Member,Male,Bananas,Fruits,3,51.16,Cash,4.1,153.48
INV5696,2026-04-14,D,Bengaluru,Member,Male,Tea,Beverages,10,138.81,Card,3.5,1388.1
INV5697,2026-02-20,D,Bengaluru,Member,Female,Cooking Oil,Grocery,9,149.25,Card,3.9,1343.25
INV5698,2026-01-28,B,Delhi,Normal,Male,Cold Drink,Beverages,3,69.59,Card,3.3,208.77
INV5699,2026-04-17,C,Mumbai,Member,Female,Milk,Dairy,10,57.64,Card,4.3,576.4
INV5700,2026-03-17,B,Delhi,Member,Female,Bread,Bakery,3,33.78,Cash,4.6,101.34
INV5701,2026-02-19,A,Jaipur,Normal,Female,Cold Drink,Beverages,1,58.61,Card,4.6,58.61
INV5702,2026-04-25,D,Bengaluru,Member,Male,Coffee,Beverages,2,193.15,Net Banking,4.1,386.3
INV5703,2026-03-12,D,Bengaluru,Normal,Male,Chocolate,Snacks,9,47.35,Cash,3.5,426.15
INV5704,2026-06-28,D,Bengaluru,Member,Male,Potato,Vegetables,6,30.33,UPI,3.3,181.98
INV5705,2026-01-21,B,Delhi,Normal,Female,Bread,Bakery,9,42.71,Card,3.2,384.39
INV5706,2026-02-26,A,Jaipur,Normal,Male,Rice,Grocery,2,62.29,Cash,3.7,124.58
INV5707,2026-02-17,A,Jaipur,Normal,Female,Chips,Snacks,5,38.9,Card,3.4,194.5
INV5708,2026-05-11,C,Mumbai,Normal,Female,Noodles,Grocery,7,57.13,Net Banking,4.4,399.91
INV5709,2026-05-21,C,Mumbai,Member,Female,Cooking Oil,Grocery,4,162.28,Card,3.3,649.12
INV5710,2026-05-21,D,Bengaluru,Member,Male,Cold Drink,Beverages,9,62.28,Cash,3.4,560.52
INV5711,2026-05-26,B,Delhi,Normal,Male,Cold Drink,Beverages,1,56.36,Net Banking,4.6,56.36
INV5712,2026-01-30,A,Jaipur,Normal,Female,Milk,Dairy,7,47.57,Card,3.1,332.99
INV5713,2026-05-19,C,Mumbai,Normal,Female,Potato,Vegetables,4,34.46,UPI,4.4,137.84
INV5714,2026-01-22,D,Bengaluru,Member,Female,Chips,Snacks,7,34.91,Card,4.4,244.37
INV5715,2026-03-31,A,Jaipur,Normal,Male,Shampoo,Personal Care,9,158.64,Card,4.4,1427.76
INV5716,2026-04-05,B,Delhi,Member,Female,Cheese,Dairy,1,215.3,Net Banking,3.9,215.3
INV5717,2026-06-09,B,Delhi,Member,Male,Cheese,Dairy,6,255.77,Card,3.5,1534.62
INV5718,2026-02-11,A,Jaipur,Normal,Male,Chips,Snacks,4,37.33,Cash,4.9,149.32
INV5719,2026-03-11,D,Bengaluru,Normal,Female,Noodles,Grocery,5,58.16,Cash,3.3,290.8
INV5720,2026-06-20,A,Jaipur,Member,Male,Rice,Grocery,6,73.28,Net Banking,3.4,439.68
INV5721,2026-06-20,A,Jaipur,Normal,Male,Potato,Vegetables,9,37.14,Cash,4.4,334.26
INV5722,2026-05-28,C,Mumbai,Normal,Female,Tea,Beverages,7,101.68,UPI,4.9,711.76
INV5723,2026-03-07,C,Mumbai,Member,Male,Tea,Beverages,5,111.11,Card,3.1,555.55
INV5724,2026-02-04,A,Jaipur,Normal,Male,Potato,Vegetables,3,39.34,Net Banking,3.8,118.02
INV5725,2026-01-17,C,Mumbai,Normal,Male,Tomato,Vegetables,6,53.04,Cash,3.4,318.24
INV5726,2026-04-05,C,Mumbai,Member,Male,Chips,Snacks,9,36.02,UPI,3.7,324.18
INV5727,2026-01-07,A,Jaipur,Normal,Male,Shampoo,Personal Care,8,182.07,UPI,4.3,1456.56
INV5728,2026-05-27,B,Delhi,Normal,Male,Bananas,Fruits,7,63.24,Net Banking,3.3,442.68
INV5729,2026-01-06,D,Bengaluru,Member,Male,Milk,Dairy,2,56.27,Net Banking,3.4,112.54
INV5730,2026-01-26,B,Delhi,Normal,Female,Coffee,Beverages,9,166.7,Cash,4.1,1500.3
INV5731,2026-03-12,D,Bengaluru,Member,Female,Bread,Bakery,4,40.48,Card,3.6,161.92
INV5732,2026-05-04,B,Delhi,Normal,Male,Apples,Fruits,5,139.21,UPI,3.2,696.05
INV5733,2026-03-17,C,Mumbai,Member,Male,Chips,Snacks,1,38.64,UPI,3.1,38.64
INV5734,2026-04-20,D,Bengaluru,Member,Female,Cold Drink,Beverages,6,61.57,Net Banking,3.7,369.42
INV5735,2026-05-23,A,Jaipur,Normal,Male,Biscuits,Snacks,1,33.0,UPI,4.5,33.0
INV5736,2026-05-01,A,Jaipur,Member,Male,Rice,Grocery,2,72.53,Net Banking,3.2,145.06
INV5737,2026-05-25,D,Bengaluru,Normal,Male,Cooking Oil,Grocery,3,159.18,Card,3.7,477.54
INV5738,2026-04-25,B,Delhi,Member,Male,Tomato,Vegetables,7,43.95,Net Banking,3.4,307.65
INV5739,2026-06-08,D,Bengaluru,Normal,Female,Cold Drink,Beverages,8,56.68,Card,3.9,453.44
INV5740,2026-04-15,A,Jaipur,Member,Female,Cold Drink,Beverages,9,62.05,Cash,4.0,558.45
INV5741,2026-05-30,D,Bengaluru,Member,Male,Milk,Dairy,9,46.26,Net Banking,4.6,416.34
INV5742,2026-06-22,B,Delhi,Normal,Female,Biscuits,Snacks,8,27.67,Cash,4.8,221.36
INV5743,2026-01-06,D,Bengaluru,Normal,Male,Rice,Grocery,10,66.27,Card,3.1,662.7
INV5744,2026-02-09,B,Delhi,Member,Female,Coffee,Beverages,9,191.76,UPI,3.3,1725.84
INV5745,2026-04-19,B,Delhi,Member,Male,Chips,Snacks,4,36.98,Cash,4.8,147.92
INV5746,2026-01-25,B,Delhi,Member,Female,Rice,Grocery,5,65.91,Net Banking,4.9,329.55
INV5747,2026-04-23,D,Bengaluru,Member,Male,Shampoo,Personal Care,9,195.25,Net Banking,3.1,1757.25
INV5748,2026-06-21,A,Jaipur,Member,Male,Cheese,Dairy,10,238.3,Cash,3.3,2383.0
INV5749,2026-05-09,B,Delhi,Member,Female,Tomato,Vegetables,10,41.14,Cash,3.4,411.4
INV5750,2026-06-15,A,Jaipur,Member,Female,Cheese,Dairy,5,234.66,Cash,3.0,1173.3
INV5751,2026-06-09,D,Bengaluru,Member,Male,Tea,Beverages,10,140.84,Net Banking,4.1,1408.4
INV5752,2026-02-28,C,Mumbai,Normal,Female,Potato,Vegetables,3,38.38,Cash,4.5,115.14
INV5753,2026-01-28,D,Bengaluru,Normal,Female,Coffee,Beverages,1,171.0,Cash,4.9,171.0
INV5754,2026-05-09,D,Bengaluru,Normal,Male,Rice,Grocery,6,74.89,Card,4.2,449.34
INV5755,2026-03-11,C,Mumbai,Normal,Female,Cooking Oil,Grocery,4,140.8,Cash,4.7,563.2
INV5756,2026-06-28,D,Bengaluru,Member,Male,Coffee,Beverages,1,192.27,Cash,4.2,192.27
INV5757,2026-06-20,C,Mumbai,Member,Female,Bananas,Fruits,3,61.14,Net Banking,3.6,183.42
INV5758,2026-04-01,B,Delhi,Normal,Male,Tea,Beverages,4,114.6,Net Banking,4.2,458.4
INV5759,2026-05-25,B,Delhi,Member,Male,Soap,Personal Care,4,52.54,UPI,3.9,210.16
INV5760,2026-06-09,B,Delhi,Member,Female,Bread,Bakery,5,46.1,Net Banking,4.7,230.5
INV5761,2026-04-19,D,Bengaluru,Normal,Male,Biscuits,Snacks,1,34.9,Net Banking,4.4,34.9
INV5762,2026-05-08,D,Bengaluru,Normal,Male,Noodles,Grocery,8,57.28,Net Banking,3.5,458.24
INV5763,2026-05-25,C,Mumbai,Normal,Female,Shampoo,Personal Care,5,174.63,Net Banking,3.7,873.15
INV5764,2026-03-16,C,Mumbai,Member,Male,Coffee,Beverages,2,159.89,Cash,4.6,319.78
INV5765,2026-04-13,C,Mumbai,Member,Female,Cold Drink,Beverages,1,54.15,UPI,4.0,54.15
INV5766,2026-05-04,B,Delhi,Normal,Female,Eggs,Dairy,9,85.07,Net Banking,4.2,765.63
INV5767,2026-03-30,C,Mumbai,Normal,Male,Cheese,Dairy,6,248.41,Cash,4.5,1490.46
INV5768,2026-05-23,B,Delhi,Normal,Female,Biscuits,Snacks,9,35.04,Net Banking,3.6,315.36
INV5769,2026-04-02,B,Delhi,Normal,Female,Coffee,Beverages,5,172.06,UPI,3.6,860.3
INV5770,2026-05-13,B,Delhi,Member,Male,Bread,Bakery,6,39.55,Card,3.1,237.3
INV5771,2026-06-05,C,Mumbai,Normal,Female,Cooking Oil,Grocery,8,166.5,Card,4.7,1332.0
INV5772,2026-02-19,D,Bengaluru,Member,Male,Cooking Oil,Grocery,8,174.59,UPI,4.3,1396.72
INV5773,2026-04-02,B,Delhi,Normal,Female,Coffee,Beverages,4,182.65,Cash,4.6,730.6
INV5774,2026-05-03,D,Bengaluru,Member,Male,Tea,Beverages,3,140.99,Cash,3.7,422.97
INV5775,2026-01-25,C,Mumbai,Member,Female,Bananas,Fruits,9,68.29,UPI,3.2,614.61
INV5776,2026-05-21,B,Delhi,Normal,Male,Tea,Beverages,9,105.67,Card,4.0,951.03
INV5777,2026-01-15,A,Jaipur,Member,Male,Bananas,Fruits,4,58.59,Net Banking,4.8,234.36
INV5778,2026-01-07,B,Delhi,Normal,Female,Milk,Dairy,4,64.38,Card,4.2,257.52
INV5779,2026-01-03,A,Jaipur,Normal,Male,Potato,Vegetables,10,40.93,Net Banking,4.5,409.3
INV5780,2026-02-14,C,Mumbai,Normal,Male,Chips,Snacks,2,29.49,UPI,3.6,58.98
INV5781,2026-01-18,C,Mumbai,Member,Male,Cheese,Dairy,5,243.16,UPI,5.0,1215.8
INV5782,2026-03-10,C,Mumbai,Normal,Female,Chips,Snacks,7,35.46,UPI,3.4,248.22
INV5783,2026-04-05,C,Mumbai,Member,Male,Cooking Oil,Grocery,2,176.66,Card,4.9,353.32
